Ano,Tipo de Emenda,Autor da emenda,Numero da emenda,Localidade do gasto,Funcao,Subfuncao,Programa Orcamentario,Acao Orcamentaria,Plano Orcamentario,Codigo da emenda,Valor empenhado,Valor pago
2023,Emenda Individual - Transferências Especiais,CHICO RODRIGUES,5,RORAIMA (UF),Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202341430005,27956679.0,27956679.0
2023,Emenda de Bancada,BANCADA DO ESPIRITO SANTO,11,ESPÍRITO SANTO (UF),Agricultura,Promoção da produção agropecuária,1031 - AGROPECUARIA SUSTENTAVEL,20ZV - FOMENTO AO SETOR AGROPECUARIO,FOMENTO AO SETOR AGROPECUARIO - DESPESAS DIVERSAS,202371090011,28015000.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,WELLINGTON FAGUNDES,4,MATO GROSSO (UF),Agricultura,Promoção da produção agropecuária,"2217 - DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO",00SX - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO,APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,202338050004,28016595.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,FERNANDO BEZERRA COELHO,2,PERNAMBUCO (UF),Saúde,Atenção básica,5019 - ATENCAO PRIMARIA A SAUDE,2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202337890002,28284378.0,28284378.0
2023,Emenda Individual - Transferências Especiais,OMAR AZIZ,1,AMAZONAS (UF),Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202337940001,28308825.0,28308825.0
2023,Emenda de Comissão,"COM. EDUCACAO, CULTURA E ESPORTE",7,Nacional,Educação,Ensino profissional,5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA,"15R4 - APOIO A EXPANSAO, CONSOLIDACAO, REESTRUTURACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA","APOIO A CONSOLIDACAO E REESTRUTURACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS",202360040007,28472196.65,0.0
2023,Emenda Individual - Transferências Especiais,CARLOS FAVARO,1,MATO GROSSO (UF),Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202342010001,28721765.0,28721765.0
2023,Emenda Individual - Transferências com Finalidade Definida,JUAREZ COSTA,1,MATO GROSSO (UF),Saúde,Atenção básica,5019 - ATENCAO PRIMARIA A SAUDE,2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202341540001,28777578.0,28777578.0
2023,Emenda Individual - Transferências com Finalidade Definida,JOAO ROMA,3,BAHIA (UF),Saúde,Atenção básica,5019 - ATENCAO PRIMARIA A SAUDE,2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202340200003,28844983.0,28844983.0
2023,Emenda Individual - Transferências com Finalidade Definida,WELLINGTON FAGUNDES,5,MATO GROSSO (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202338050005,28915287.0,28915287.0
2023,Emenda de Bancada,BANCADA DE SERGIPE,12,SERGIPE (UF),Trabalho,Empregabilidade,2210 - EMPREGABILIDADE,20Z1 - QUALIFICACAO SOCIAL E PROFISSIONAL DE TRABALHADORES,QUALIFICACAO SOCIAL E PROFISSIONAL DE TRABALHADORES - DESPESAS DIVERSAS,202371270012,29000000.0,0.0
2023,Emenda Individual - Transferências Especiais,ANGELO CORONEL,3,BAHIA (UF),Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202341790003,29072405.0,29072405.0
2023,Emenda Individual - Transferências Especiais,GUARACY SILVEIRA,1,TOCANTINS (UF),Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202338820001,29213201.0,29213201.0
2023,Emenda Individual - Transferências Especiais,MECIAS DE JESUS,2,RORAIMA (UF),Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202340930002,29214414.0,29214414.0
2023,Emenda Individual - Transferências Especiais,MARCIO BITTAR,1,MÚLTIPLO,Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202340780001,29308448.0,29308448.0
2023,Emenda Individual - Transferências Especiais,IRAJA,5,TOCANTINS (UF),Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202340960005,29357301.0,29357301.0
2023,Emenda Individual - Transferências Especiais,ELIANE NOGUEIRA,1,PIAUÍ (UF),Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202342280001,29371970.0,29371970.0
2023,Emenda de Bancada,BANCADA DE RONDONIA,8,RONDÔNIA (UF),Educação,Ensino profissional,5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA,"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA","REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS",202371230008,29380758.12,2725508.5
2023,Emenda Individual - Transferências com Finalidade Definida,LUIS CARLOS HEINZE,1,RIO GRANDE DO SUL (UF),Saúde,Atenção básica,5019 - ATENCAO PRIMARIA A SAUDE,8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE,ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS,202341840001,29478443.0,29478443.0
2023,Emenda Individual - Transferências com Finalidade Definida,TELMARIO MOTA,3,MÚLTIPLO,Saúde,Múltiplo,MU - Múltiplo,MU - Múltiplo,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202338040003,29512828.0,11812782.0
2023,Emenda Individual - Transferências Especiais,MARCOS ROGERIO,1,RONDÔNIA (UF),Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202392240001,29514412.0,29514412.0
2023,Emenda Individual - Transferências com Finalidade Definida,EDUARDO BRAGA,2,AMAZONAS (UF),Transporte,Transporte rodoviário,3006 - TRANSPORTE TERRESTRE E TRANSITO,219Z - CONSERVACAO E RECUPERACAO DE ATIVOS DE INFRAESTRUTURA DA UNIAO,CONSERVACAO E RECUPERACAO DE ATIVOS DE INFRAESTRUTURA DA UNIAO - DESPESAS DIVERSAS,202329090002,29514413.0,26994957.48
2023,Emenda Individual - Transferências Especiais,OTTO ALENCAR,12,BAHIA (UF),Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202337950012,29514414.0,29514414.0
2023,Emenda Individual - Transferências Especiais,DAVI ALCOLUMBRE,2,AMAPÁ (UF),Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202337870002,29514415.0,29514415.0
2023,Emenda Individual - Transferências Especiais,JAYME CAMPOS,2,MATO GROSSO (UF),Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202323760002,29514415.0,29514415.0
2023,Emenda Individual - Transferências com Finalidade Definida,MECIAS DE JESUS,1,RORAIMA (UF),Saúde,Múltiplo,MU - Múltiplo,MU - Múltiplo,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202340930001,29514418.0,29514418.0
2023,Emenda Individual - Transferências com Finalidade Definida,DAVI ALCOLUMBRE,1,AMAPÁ (UF),Saúde,Múltiplo,MU - Múltiplo,MU - Múltiplo,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202337870001,29514419.0,29432214.0
2023,Emenda Individual - Transferências com Finalidade Definida,EDUARDO BRAGA,1,AMAZONAS (UF),Saúde,Atenção básica,5019 - ATENCAO PRIMARIA A SAUDE,2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202329090001,29514422.0,29514422.0
2023,Emenda Individual - Transferências com Finalidade Definida,GUARACY SILVEIRA,2,Nacional,Saúde,Tecnologia da informação,5021 - GESTAO E ORGANIZACAO DO SUS,20YN - SISTEMAS DE TECNOLOGIA DE INFORMACAO E COMUNICACAO PARA A SAUDE (E-SAUDE),SISTEMAS DE TECNOLOGIA DE INFORMACAO E COMUNICACAO PARA A SAUDE (E-SAUDE) - DESPESAS DIVERSAS,202338820002,29515212.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,CARLOS FAVARO,2,MATO GROSSO (UF),Saúde,Múltiplo,MU - Múltiplo,MU - Múltiplo,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202342010002,29516070.0,29516070.0
2023,Emenda Individual - Transferências com Finalidade Definida,ELIANE NOGUEIRA,2,PIAUÍ (UF),Saúde,Atenção básica,5019 - ATENCAO PRIMARIA A SAUDE,2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202342280002,29656865.0,29656865.0
2023,Emenda Individual - Transferências com Finalidade Definida,MARCELO CASTRO,3,PIAUÍ (UF),Saúde,Atenção básica,5019 - ATENCAO PRIMARIA A SAUDE,2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202341830003,29914422.0,29514422.0
2023,Emenda de Bancada,BANCADA DE SAO PAULO,6,SÃO PAULO (UF),Educação,Ensino superior,"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR,FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS,202371250006,29998083.89,7403836.99
2023,Emenda de Bancada,BANCADA DO ESPIRITO SANTO,4,ESPÍRITO SANTO (UF),Transporte,Transporte rodoviário,3006 - TRANSPORTE TERRESTRE E TRANSITO,7U06 - CONSTRUCAO DE ACESSO RODOVIARIO AO TERMINAL PORTUARIO DE CAPUABA - NA BR-447/ES,CONSTRUCAO DE ACESSO RODOVIARIO AO TERMINAL PORTUARIO DE CAPUABA - NA BR-447/ES - DESPESAS DIVERSAS,202371090004,30000000.0,0.0
2023,Emenda de Bancada,BANCADA DO MATO GROSSO DO SUL,3,MATO GROSSO DO SUL (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202371130003,30000000.0,30000000.0
2023,Emenda Individual - Transferências com Finalidade Definida,PEDRO VILELA,2,Nacional,Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202337400002,30066890.0,30066890.0
2023,Emenda Individual - Transferências com Finalidade Definida,ROGERIO CARVALHO,1,SERGIPE (UF),Saúde,Múltiplo,MU - Múltiplo,MU - Múltiplo,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202340950001,30313581.0,29270909.0
2023,Emenda de Bancada,BANCADA DE RORAIMA,4,IRACEMA - RR,Agricultura,Promoção da produção agropecuária,"2217 - DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO",00SX - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO,APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,202371240004,30898681.0,1483854.25
2023,Emenda de Bancada,BANCADA DA BAHIA,5,BAHIA (UF),Agricultura,Promoção da produção agropecuária,1031 - AGROPECUARIA SUSTENTAVEL,20ZV - FOMENTO AO SETOR AGROPECUARIO,FOMENTO AO SETOR AGROPECUARIO - DESPESAS DIVERSAS,202371060005,31150000.0,0.0
2023,Emenda de Bancada,BANCADA DE RONDONIA,6,NOVA MAMORÉ - RO,Defesa nacional,Assistência comunitária,6011 - COOPERACAO COM O DESENVOLVIMENTO NACIONAL,1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE,IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE - DESPESAS DIVERSAS,202371230006,31399559.66,93441.25
2023,Emenda de Comissão,"COM. EDUCACAO, CULTURA E ESPORTE",1,Nacional,Educação,Educação básica,5011 - EDUCACAO BASICA DE QUALIDADE,0509 - APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA,APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA - DESPESAS DIVERSAS,202360040001,31634812.89,0.0
2023,Emenda de Bancada,BANCADA DE ALAGOAS,5,ALAGOAS (UF),Saúde,Atenção básica,5019 - ATENCAO PRIMARIA A SAUDE,2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202371030005,32020082.0,30740457.0
2023,Emenda Individual - Transferências com Finalidade Definida,MARA GABRILLI,3,SÃO PAULO (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202340940003,32053379.0,32053379.0
2023,Emenda Individual - Transferências com Finalidade Definida,VINICIUS POIT,1,Nacional,Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202341350001,32103401.0,16292093.0
2023,Emenda Individual - Transferências com Finalidade Definida,WELITON PRADO,1,SÃO PAULO (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202327680001,32103402.0,0.0
2023,Emenda de Bancada,BANCADA DO PARANA,9,PARANÁ (UF),Educação,Educação básica,5011 - EDUCACAO BASICA DE QUALIDADE,20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA,APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,202371170009,32158324.9,0.0
2023,Emenda de Bancada,BANCADA DO PIAUI,2,PIAUÍ (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202371190002,32464133.0,32464133.0
2023,Emenda Individual - Transferências com Finalidade Definida,TASSO JEREISSATI,11,FORTALEZA - CE,Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202320250011,34015216.0,34015216.0
2023,Emenda de Bancada,BANCADA DO AMAPA,13,AMAPÁ (UF),Educação,Assistência hospitalar e ambulatorial,"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",20RX - REESTRUTURACAO E MODERNIZACAO DOS HOSPITAIS UNIVERSITARIOS FEDERAIS - REHUF,REESTRUTURACAO E MODERNIZACAO DOS HOSPITAIS UNIVERSITARIOS FEDERAIS - REHUF - DESPESAS DIVERSAS,202371050013,34999965.59,8313386.33
2023,Emenda de Bancada,BANCADA DO ACRE,3,ACRE (UF),Organização agrária,Promoção da produção agropecuária,1031 - AGROPECUARIA SUSTENTAVEL,"210V - ESTRUTURACAO PRODUTIVA, PROMOCAO E FORTALECIMENTO DA AGRICULTURA FAMILIAR E DA AGROECOLOGIA",ESTRUTURACAO E INCLUSAO PRODUTIVA DOS AGRICULTORES FAMILIARES E DOS PEQUENOS E MEDIOS PRODUTORES RURAIS - DESPESAS DIVERSAS,202371020003,35130155.35,1300000.0
2023,Emenda de Bancada,BANCADA DO ACRE,6,Nacional,Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202371020006,35197362.0,35197362.0
2023,Emenda de Bancada,BANCADA DO AMAZONAS,12,AMAZONAS (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202371040012,35250847.0,35250847.0
2023,Emenda de Bancada,BANCADA DO MATO GROSSO,4,MATO GROSSO (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202371120004,35398681.0,35398681.0
2023,Emenda de Bancada,BANCADA DE RORAIMA,12,BOA VISTA - RR,Defesa nacional,Assistência comunitária,6011 - COOPERACAO COM O DESENVOLVIMENTO NACIONAL,1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE,IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE - DESPESAS DIVERSAS,202371240012,35898681.0,0.0
2023,Emenda de Bancada,BANCADA DE PERNAMBUCO,5,PERNAMBUCO (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202371180005,36506003.0,36506003.0
2023,Emenda de Bancada,BANCADA DE SERGIPE,3,SERGIPE (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202371270003,37848681.0,37848681.0
2023,Emenda de Bancada,BANCADA DE GOIAS,2,Centro-Oeste,Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202371100002,38288726.0,26861327.0
2023,Emenda de Bancada,BANCADA DO PARANA,11,PARANÁ (UF),Segurança pública,Policiamento,"5016 - SEGURANCA PUBLICA, COMBATE A CORRUPCAO, AO CRIME ORGANIZADO E AO CRIME VIOLENTO","21BM - DESENVOLVIMENTO DE POLITICAS DE SEGURANCA PUBLICA, PREVENCAO E ENFRENTAMENTO A CRIMINALIDADE","DESENVOLVIMENTO DE POLITICAS DE SEGURANCA PUBLICA, PREVENCAO E ENFRENTAMENTO A CRIMINALIDADE - DESPESAS DIVERSAS",202371170011,38297352.25,0.0
